releasedate,price,duration_in_minutes,rating_stars_out_of_5,total_rating
2022-02-28,1519.0,602,0.0,0
2022-02-17,305.0,540,0.0,0
2022-02-24,468.0,276,0.0,0
2022-02-15,668.0,441,0.0,0
2022-02-24,0.0,44,0.0,0
2022-02-15,1131.0,530,0.0,0
2018-01-01,586.0,354,4.5,24
2020-02-27,888.0,822,5.0,1
2007-07-23,586.0,216,0.0,0
2018-03-13,187.0,25,0.0,0
2020-08-25,38.0,26,0.0,0
2013-11-04,569.0,517,4.0,1
2010-10-19,1005.0,714,0.0,0
2019-09-17,669.0,792,4.5,2
2020-05-29,820.0,1126,0.0,0
2020-10-27,721.0,265,4.0,4
2020-11-17,586.0,615,0.0,0
2021-06-10,888.0,887,0.0,0
2021-07-07,944.0,893,0.0,0
2021-06-22,1003.0,1034,0.0,0
2012-10-12,1338.0,1346,4.5,3
2012-11-12,569.0,376,4.0,1
2017-04-04,1003.0,891,0.0,0
2021-03-31,703.0,1266,0.0,0
2021-05-11,820.0,523,0.0,0
2019-08-06,586.0,475,5.0,1
2018-06-07,752.0,945,4.5,4
2019-03-05,500.0,1075,0.0,0
2012-04-03,879.0,283,4.5,4
2007-10-04,323.0,332,0.0,0
2017-09-28,683.0,400,0.0,0
2009-10-30,65.0,8,4.5,3
2016-02-18,1338.0,3225,0.0,0
2015-06-30,1170.0,1306,0.0,0
2012-01-23,668.0,542,0.0,0
2013-05-07,668.0,584,5.0,1
2018-05-01,500.0,1126,0.0,0
2017-10-03,1256.0,840,0.0,0
2021-01-08,820.0,555,0.0,0
2013-02-06,668.0,459,4.0,18
2018-10-30,500.0,606,4.0,5
2018-12-04,1338.0,1795,4.0,1
2012-01-10,1382.0,1287,0.0,0
2021-07-23,586.0,472,0.0,0
2021-07-29,946.0,935,0.0,0
2021-07-30,134.0,461,0.0,0
2015-08-18,1003.0,933,0.0,0
2020-07-28,586.0,424,5.0,1
2011-08-03,501.0,274,0.0,0
2017-10-05,1025.0,1993,5.0,1
2015-10-27,1181.0,309,4.5,9
2020-04-16,323.0,523,5.0,1
2018-11-08,615.0,330,5.0,1
2020-06-10,668.0,543,4.5,2
2018-03-07,187.0,24,5.0,1
2011-04-25,668.0,413,4.0,1
2018-03-06,1005.0,558,4.5,4
2000-05-23,585.0,359,0.0,0
2019-12-19,938.0,2254,0.0,0
2013-11-20,501.0,397,4.0,1
2011-12-07,748.0,636,5.0,1
2017-02-07,938.0,610,0.0,0
2018-12-07,946.0,1327,0.0,0
2016-09-20,500.0,865,0.0,0
2013-02-26,668.0,502,5.0,3
2021-03-02,879.0,517,0.0,0
2021-02-01,113.0,55,0.0,0
2017-03-28,1507.0,1734,0.0,0
2020-06-20,836.0,676,4.0,7
2020-04-23,835.0,733,3.0,1
2021-07-16,602.0,348,0.0,0
2021-07-22,835.0,778,0.0,0
2021-07-14,382.0,414,0.0,0
2020-05-05,181.0,642,0.0,0
2021-04-08,703.0,325,3.0,2
2022-03-21,166.0,274,0.0,0
2022-03-21,200.0,759,0.0,0
2022-03-20,117.0,180,0.0,0
2022-03-18,575.0,539,0.0,0
2022-03-17,702.0,778,0.0,0
2022-03-22,586.0,804,0.0,0
2022-03-15,820.0,966,0.0,0
2022-03-24,691.0,567,0.0,0
2022-03-25,307.0,466,0.0,0
2022-03-29,879.0,284,0.0,0
2018-03-22,683.0,420,5.0,1
2008-07-18,501.0,260,4.0,2
2018-09-04,500.0,604,0.0,0
2013-12-18,668.0,333,0.0,0
2010-10-12,323.0,602,3.5,3
2014-10-07,1256.0,1168,4.0,1
2019-03-05,1131.0,681,5.0,5
2018-08-07,937.0,923,4.5,3
2016-01-05,668.0,539,5.0,2
2021-05-04,181.0,635,0.0,0
2020-05-05,134.0,502,5.0,1
2020-10-12,149.0,46,0.0,0
2013-07-16,668.0,476,0.0,0
2015-05-01,117.0,43,0.0,0
2018-05-02,420.0,169,0.0,0
2018-01-22,166.0,30,0.0,0
2017-09-05,585.0,258,0.0,0
2021-07-01,668.0,370,0.0,0
2021-06-16,334.0,353,0.0,0
2021-07-01,233.0,136,0.0,0
2021-07-13,267.0,1300,0.0,0
2021-06-22,233.0,43,0.0,0
2021-06-25,233.0,145,0.0,0
2021-07-09,669.0,445,0.0,0
2021-06-18,113.0,3,0.0,0
2021-06-29,351.0,150,0.0,0
2021-06-29,703.0,1052,0.0,0
2021-07-02,645.0,465,0.0,0
2016-04-22,1289.0,1012,0.0,0
2020-06-30,754.0,240,0.0,0
2017-03-10,794.0,246,0.0,0
2018-09-04,1507.0,1338,0.0,0
2018-09-18,1003.0,807,0.0,0
2018-07-06,839.0,860,0.0,0
2007-09-12,683.0,376,0.0,0
2016-09-20,1382.0,1159,0.0,0
2014-03-10,820.0,443,0.0,0
2013-09-03,1338.0,1610,0.0,0
2018-07-10,1003.0,780,0.0,0
2013-08-06,836.0,479,0.0,0
2016-05-31,1005.0,508,0.0,0
2018-05-15,820.0,510,0.0,0
2018-04-18,225.0,43,0.0,0
2008-06-19,267.0,15,0.0,0
2016-04-12,1005.0,596,0.0,0
2014-01-07,1005.0,619,0.0,0
2013-01-15,1005.0,747,0.0,0
2011-06-16,1338.0,1206,0.0,0
2016-08-09,891.0,654,0.0,0
2012-12-04,352.0,621,0.0,0
2018-01-23,1382.0,1511,0.0,0
2013-02-06,1003.0,917,0.0,0
2020-03-31,703.0,689,0.0,0
2020-11-26,468.0,308,0.0,0
2020-10-27,820.0,573,0.0,0
2020-09-10,1093.0,1767,0.0,0
2013-11-05,1338.0,2057,0.0,0
2020-08-15,836.0,951,0.0,0
2020-01-21,181.0,699,0.0,0
2014-02-16,1003.0,1675,0.0,0
2018-10-30,1338.0,1932,5.0,1
2020-09-01,569.0,431,0.0,0
1999-12-15,367.0,174,0.0,0
2019-05-01,1313.0,929,0.0,0
2012-01-01,100.0,157,4.0,1
2020-03-03,703.0,465,0.0,0
2007-06-05,323.0,172,0.0,0
2018-05-04,669.0,725,0.0,0
2018-05-14,774.0,492,0.0,0
2013-02-01,694.0,1505,4.5,3
2020-01-30,266.0,38,0.0,0
2019-10-01,836.0,827,0.0,0
2017-04-04,453.0,12,0.0,0
2015-02-18,141.0,47,0.0,0
2018-07-18,820.0,1151,0.0,0
2015-02-10,117.0,55,0.0,0
2014-11-25,333.0,38,4.0,1
2012-02-14,836.0,597,0.0,0
2013-03-04,668.0,334,0.0,0
2014-11-18,166.0,38,0.0,0
2015-10-29,1492.0,838,0.0,0
2012-07-02,338.0,292,0.0,0
2005-09-15,1005.0,656,0.0,0
2014-11-19,468.0,334,0.0,0
2015-11-10,1507.0,1510,5.0,1
2015-04-08,610.0,1023,0.0,0
2009-01-07,668.0,386,0.0,0
2007-10-18,585.0,486,0.0,0
2017-11-17,1172.0,982,0.0,0
2017-09-12,500.0,547,0.0,0
2015-08-25,181.0,736,0.0,0
2006-11-17,702.0,654,5.0,2
2013-11-06,1003.0,857,5.0,2
2020-04-08,420.0,312,0.0,0
2020-06-18,729.0,730,0.0,0
2020-08-18,469.0,322,0.0,0
2020-06-30,586.0,666,0.0,0
2015-10-23,680.0,310,0.0,0
2020-05-05,181.0,800,5.0,3
2021-02-02,67.0,20,5.0,2
2020-08-11,181.0,760,0.0,0
2021-02-18,836.0,226,0.0,0
2011-09-27,134.0,469,0.0,0
2017-08-08,938.0,575,4.5,2
2011-05-05,937.0,945,0.0,0
2010-12-10,735.0,653,4.5,5
2020-08-01,733.0,478,0.0,0
2019-05-28,820.0,998,5.0,1
2019-06-13,1328.0,428,0.0,0
2011-11-08,1507.0,1432,5.0,3
2006-05-08,1003.0,845,0.0,0
2013-11-25,233.0,174,0.0,0
2009-01-07,1131.0,636,4.5,2
2021-01-26,703.0,709,0.0,0
2021-06-03,267.0,346,0.0,0
2021-06-02,1138.0,2093,0.0,0
2021-05-27,870.0,622,0.0,0
2021-05-18,1675.0,2284,0.0,0
2021-05-25,703.0,1112,0.0,0
2021-06-01,500.0,718,0.0,0
2021-05-25,152.0,128,0.0,0
2021-05-25,113.0,54,0.0,0
2021-05-20,113.0,50,0.0,0
2021-05-20,113.0,41,0.0,0
2021-05-31,703.0,536,0.0,0
2021-05-27,305.0,394,0.0,0
2021-06-06,755.0,894,0.0,0
2021-05-13,721.0,805,0.0,0
2021-06-10,949.0,1198,0.0,0
2021-06-11,1328.0,472,0.0,0
2021-06-01,680.0,255,0.0,0
2021-05-18,586.0,346,0.0,0
2021-05-25,703.0,915,0.0,0
2021-05-18,585.0,565,0.0,0
2021-05-18,301.0,1646,0.0,0
2021-06-08,1256.0,966,0.0,0
2020-09-08,836.0,710,5.0,2
2020-11-10,1005.0,399,5.0,8
2021-05-05,1003.0,1109,0.0,0
2021-04-16,99.0,20,0.0,0
2021-04-27,469.0,520,0.0,0
2021-04-15,836.0,219,0.0,0
2021-04-20,1256.0,899,0.0,0
2021-04-28,305.0,138,0.0,0
2021-05-10,535.0,566,0.0,0
2021-04-16,468.0,274,0.0,0
2021-04-20,233.0,595,0.0,0
2020-08-13,602.0,523,0.0,0
2021-04-06,843.0,896,0.0,0
2021-04-27,586.0,577,0.0,0
2021-03-30,703.0,1281,0.0,0
2021-05-04,586.0,496,0.0,0
2021-04-27,703.0,1001,0.0,0
2021-04-27,703.0,987,5.0,1
2021-03-30,586.0,388,0.0,0
2021-05-04,820.0,473,0.0,0
2021-04-13,585.0,306,0.0,0
2021-03-31,1055.0,1133,0.0,0
2021-04-27,1055.0,587,0.0,0
2021-04-13,500.0,363,0.0,0
2021-03-30,134.0,426,0.0,0
2021-04-27,181.0,604,0.0,0
2021-04-08,835.0,757,0.0,0
2021-05-04,1005.0,448,0.0,0
2020-10-15,1093.0,1215,0.0,0
2021-05-11,1005.0,542,0.0,0
2007-05-10,836.0,559,4.5,2
2017-09-12,721.0,888,0.0,0
2012-05-01,1338.0,1965,5.0,4
2020-02-27,949.0,1106,5.0,2
2019-04-09,1524.0,1002,0.0,0
2016-02-16,1338.0,2959,0.0,0
2018-04-10,1519.0,593,4.0,2
2019-08-22,1252.0,648,0.0,0
2020-01-16,721.0,709,4.0,1
2018-04-17,323.0,544,3.5,3
2014-01-17,1256.0,1056,5.0,1
2017-06-01,820.0,1114,0.0,0
2019-12-20,1053.0,1060,1.0,1
2019-11-18,1252.0,436,0.0,0
2019-04-02,668.0,380,0.0,0
2018-05-29,1172.0,227,4.5,2
2013-04-15,166.0,51,5.0,1
2018-01-09,1005.0,518,0.0,0
2020-09-25,500.0,1361,0.0,0
2020-07-14,1005.0,619,5.0,1
2017-04-10,836.0,702,0.0,0
2017-01-09,773.0,645,0.0,0
2020-10-06,937.0,1691,0.0,0
2021-05-21,1116.0,1124,0.0,0
2021-02-26,307.0,447,0.0,0
2021-03-08,502.0,528,0.0,0
2021-02-17,844.0,811,0.0,0
2021-02-17,729.0,649,0.0,0
2021-02-15,569.0,516,0.0,0
2021-02-20,279.0,34,0.0,0
2021-02-28,257.0,393,0.0,0
2021-02-04,645.0,592,0.0,0
2020-06-30,74.0,286,0.0,0
2020-09-29,1759.0,2013,0.0,0
2019-11-05,181.0,766,0.0,0
2020-04-07,181.0,571,0.0,0
2019-01-29,221.0,859,0.0,0
2019-02-19,181.0,565,0.0,0
2018-08-28,181.0,727,0.0,0
2018-08-28,134.0,522,0.0,0
2018-08-28,181.0,677,0.0,0
2018-04-25,335.0,2244,0.0,0
2011-09-26,181.0,608,0.0,0
2005-10-27,134.0,342,0.0,0
2015-09-29,134.0,450,0.0,0
2016-06-28,134.0,369,0.0,0
2013-09-17,181.0,552,5.0,1
2011-08-16,134.0,387,0.0,0
2011-03-15,181.0,567,0.0,0
2007-01-18,181.0,579,0.0,0
2014-04-22,181.0,677,0.0,0
2018-03-27,134.0,483,0.0,0
2011-09-27,679.0,775,0.0,0
2003-11-21,74.0,176,0.0,0
2015-01-20,134.0,482,0.0,0
2015-09-22,181.0,550,0.0,0
2017-04-25,134.0,533,0.0,0
2021-03-01,602.0,558,0.0,0
2021-02-24,844.0,752,0.0,0
2021-02-10,468.0,595,0.0,0
2020-11-13,334.0,393,0.0,0
2021-03-10,669.0,431,0.0,0
2021-03-23,702.0,911,0.0,0
2021-03-09,703.0,1063,0.0,0
2020-02-25,134.0,480,0.0,0
2020-10-06,221.0,862,0.0,0
2018-09-11,181.0,761,0.0,0
2020-07-28,181.0,651,0.0,0
2019-09-24,134.0,576,0.0,0
2021-02-09,1256.0,1103,0.0,0
2018-07-31,721.0,812,5.0,2
2018-05-15,628.0,234,5.0,4
2018-04-10,149.0,22,5.0,2
2018-04-17,1003.0,1116,0.0,0
2017-04-18,1256.0,1012,0.0,0
2018-11-13,1003.0,947,5.0,1
2015-11-24,1138.0,4883,5.0,2
2018-04-03,836.0,668,5.0,2
2014-12-04,468.0,674,0.0,0
2013-05-14,543.0,512,0.0,0
2002-01-18,751.0,311,0.0,0
2014-05-20,500.0,738,0.0,0
2009-09-16,500.0,364,0.0,0
2018-01-09,1005.0,365,5.0,1
2017-10-24,1003.0,861,4.5,2
2017-04-18,668.0,375,0.0,0
2002-07-12,1338.0,2298,0.0,0
2011-10-14,836.0,678,0.0,0
2020-08-26,1055.0,794,0.0,0
2020-09-01,1256.0,897,4.0,1
2020-05-05,1055.0,719,4.5,2
2020-08-04,1003.0,507,0.0,0
2020-01-28,1153.0,494,0.0,0
2019-06-18,703.0,995,0.0,0
2018-12-25,820.0,1121,0.0,0
2010-11-30,836.0,1103,0.0,0
2015-08-04,75.0,57,0.0,0
2018-09-04,500.0,503,0.0,0
2014-07-03,752.0,702,4.5,3
2013-06-27,836.0,577,4.5,2
2018-04-12,759.0,456,0.0,0
2010-09-14,1507.0,1385,0.0,0
2015-02-10,1131.0,1143,0.0,0
2018-04-17,1003.0,484,0.0,0
2015-06-16,1382.0,1229,0.0,0
2009-11-24,1069.0,431,0.0,0
2018-05-22,1382.0,1123,0.0,0
2010-02-01,500.0,904,0.0,0
2012-11-14,501.0,250,0.0,0
2017-07-18,879.0,513,4.0,1
2011-07-07,1078.0,796,5.0,1
2017-09-26,873.0,1096,0.0,0
2017-09-28,990.0,1050,0.0,0
2017-04-27,379.0,238,0.0,0
2017-01-20,721.0,689,0.0,0
2013-11-18,1338.0,2001,0.0,0
2006-03-14,820.0,990,4.0,1
2012-01-11,702.0,676,0.0,0
1999-12-16,500.0,183,0.0,0
2019-05-14,500.0,1111,4.0,1
2013-05-09,820.0,1069,0.0,0
2020-04-20,1138.0,1528,0.0,0
2021-01-12,323.0,416,5.0,1
2017-08-08,820.0,430,0.0,0
2017-08-01,836.0,508,0.0,0
2017-08-08,1172.0,514,0.0,0
2017-06-28,100.0,59,0.0,0
2017-05-23,668.0,519,0.0,0
2008-02-18,836.0,642,0.0,0
2012-04-19,1172.0,1224,0.0,0
2009-10-29,1003.0,758,5.0,1
2016-04-26,836.0,690,0.0,0
2020-12-19,305.0,156,0.0,0
2020-08-10,736.0,771,0.0,0
2021-01-26,703.0,652,0.0,0
2021-01-26,1256.0,1033,0.0,0
2012-01-24,1005.0,539,0.0,0
2021-01-19,1005.0,287,0.0,0
2021-01-19,703.0,753,0.0,0
2020-11-26,566.0,525,0.0,0
2020-11-04,233.0,52,0.0,0
2020-10-28,113.0,51,0.0,0
2020-10-21,1190.0,1250,0.0,0
2020-10-15,501.0,128,5.0,1
2020-10-08,1172.0,532,0.0,0
2020-10-06,1131.0,726,0.0,0
2020-05-22,501.0,198,0.0,0
2020-10-06,1256.0,1000,0.0,0
2020-01-08,668.0,501,0.0,0
2020-11-06,468.0,281,0.0,0
2020-11-13,300.0,435,0.0,0
2020-11-17,1105.0,2290,0.0,0
2020-10-19,803.0,898,0.0,0
2020-10-12,112.0,29,0.0,0
2020-10-12,149.0,40,0.0,0
2020-10-12,149.0,47,0.0,0
2020-10-15,445.0,567,0.0,0
2020-12-02,469.0,255,0.0,0
2020-10-27,586.0,600,0.0,0
2020-10-26,1055.0,780,0.0,0
2020-10-20,586.0,350,0.0,0
2020-11-24,586.0,384,0.0,0
2020-11-06,163.0,11,0.0,0
2020-10-20,70.0,469,0.0,0
2020-11-17,585.0,564,0.0,0
2020-10-28,938.0,733,0.0,0
2020-10-13,500.0,513,0.0,0
2020-11-05,949.0,1062,0.0,0
2020-10-20,1005.0,454,0.0,0
2020-10-27,1759.0,1914,0.0,0
2020-09-22,691.0,392,0.0,0
2020-09-29,1036.0,916,0.0,0
2020-09-15,192.0,53,0.0,0
2020-09-10,1170.0,1288,0.0,0
2020-08-24,110.0,20,0.0,0
2020-08-07,1170.0,1349,0.0,0
2020-08-13,756.0,567,0.0,0
2020-07-17,233.0,173,0.0,0
2020-06-22,469.0,206,0.0,0
2020-06-23,417.0,274,0.0,0
2020-06-18,469.0,222,0.0,0
2020-06-16,703.0,951,0.0,0
2020-06-23,703.0,593,0.0,0
2020-06-30,920.0,547,0.0,0
2020-06-02,836.0,695,0.0,0
2020-05-28,233.0,284,0.0,0
2020-05-26,944.0,637,0.0,0
2020-08-20,888.0,476,0.0,0
2020-05-06,909.0,863,0.0,0
2020-05-06,502.0,840,0.0,0
2020-05-26,586.0,382,0.0,0
2020-05-11,958.0,964,0.0,0
2020-05-05,703.0,553,0.0,0
2020-04-28,500.0,478,0.0,0
2020-05-05,703.0,690,0.0,0
2020-07-28,773.0,427,0.0,0
2020-04-09,756.0,300,0.0,0
2020-05-05,1507.0,1734,0.0,0
2020-03-25,635.0,575,0.0,0
2020-03-20,382.0,444,0.0,0
2020-06-30,754.0,218,0.0,0
2020-06-16,1256.0,1018,4.0,1
2020-06-29,502.0,155,0.0,0
2020-06-30,754.0,240,0.0,0
2020-06-30,754.0,244,0.0,0
2020-03-10,434.0,445,0.0,0
2020-08-04,1005.0,797,0.0,0
2020-03-17,586.0,640,0.0,0
2020-05-19,836.0,795,0.0,0
2020-02-21,691.0,380,0.0,0
2020-02-28,736.0,617,0.0,0
2020-07-07,773.0,484,0.0,0
2020-02-19,668.0,585,0.0,0
2020-02-28,721.0,638,0.0,0
2020-06-16,1131.0,796,0.0,0
2020-03-05,721.0,988,0.0,0
2020-01-29,502.0,420,0.0,0
2020-02-06,721.0,859,0.0,0
2020-01-23,755.0,506,0.0,0
2020-01-09,99.0,42,1.0,1
2020-01-07,1003.0,950,0.0,0
2019-12-29,190.0,37,0.0,0
2019-12-17,703.0,376,0.0,0
2020-01-14,1005.0,746,0.0,0
2019-12-03,668.0,434,0.0,0
2019-12-05,982.0,1208,0.0,0
2020-01-21,820.0,788,0.0,0
2019-11-07,602.0,345,0.0,0
2019-12-03,1003.0,1154,4.0,1
2019-11-14,883.0,880,0.0,0
2019-11-19,1170.0,1330,4.0,1
2019-11-12,1003.0,985,0.0,0
2019-10-25,1340.0,1586,0.0,0
2019-10-22,233.0,120,0.0,0
2019-10-21,703.0,1067,0.0,0
2019-11-19,836.0,730,0.0,0
2019-10-23,569.0,605,0.0,0
2019-10-25,367.0,157,0.0,0
2019-10-15,500.0,537,0.0,0
2019-10-09,267.0,143,0.0,0
2019-10-08,691.0,545,0.0,0
2019-10-04,703.0,398,0.0,0
2019-10-15,586.0,505,0.0,0
2019-10-10,568.0,654,0.0,0
2020-03-01,844.0,429,0.0,0
2019-10-08,469.0,334,0.0,0
2019-12-09,535.0,183,0.0,0
2019-10-01,500.0,1155,0.0,0
2019-09-23,233.0,276,0.0,0
2019-09-23,233.0,290,0.0,0
2019-10-22,500.0,681,0.0,0
2019-09-18,535.0,942,0.0,0
2019-09-24,586.0,510,0.0,0
2019-09-30,703.0,842,0.0,0
2019-09-06,334.0,253,0.0,0
2019-09-17,1172.0,426,0.0,0
2019-08-27,836.0,856,0.0,0
2019-10-08,670.0,235,0.0,0
2019-09-03,500.0,821,0.0,0
2019-07-31,1172.0,706,0.0,0
2019-10-22,820.0,524,0.0,0
2019-07-23,233.0,910,0.0,0
2019-07-25,569.0,453,0.0,0
2019-08-06,586.0,530,0.0,0
2019-09-10,1131.0,712,0.0,0
2019-08-20,1005.0,697,0.0,0
2019-08-06,1404.0,750,0.0,0
2019-08-20,1005.0,1040,0.0,0
2019-08-27,820.0,551,0.0,0
2019-06-28,670.0,586,0.0,0
2019-07-02,1524.0,1172,0.0,0
2019-06-24,569.0,423,0.0,0
2020-03-26,645.0,665,0.0,0
2019-06-18,1256.0,929,0.0,0
2019-06-13,1008.0,438,0.0,0
2019-06-18,1036.0,1094,0.0,0
2019-06-10,586.0,587,0.0,0
2019-06-06,691.0,397,0.0,0
2019-06-11,938.0,1584,0.0,0
2019-06-04,803.0,932,0.0,0
2019-05-23,537.0,290,0.0,0
2019-05-16,468.0,714,0.0,0
2019-07-23,608.0,449,0.0,0
2019-05-10,575.0,814,0.0,0
2019-05-15,703.0,540,0.0,0
2019-05-08,1289.0,1319,0.0,0
2019-05-21,1131.0,876,0.0,0
2019-05-07,703.0,651,0.0,0
2019-04-30,468.0,432,0.0,0
2019-06-25,608.0,516,0.0,0
2019-05-07,761.0,1210,5.0,1
2019-05-07,468.0,687,0.0,0
2019-05-07,820.0,1402,0.0,0
2019-04-11,65.0,25,0.0,0
2019-04-23,586.0,777,0.0,0
2019-03-14,911.0,608,0.0,0
2019-03-19,468.0,837,0.0,0
2019-03-05,500.0,446,0.0,0
2019-03-05,586.0,604,0.0,0
2019-04-01,1328.0,648,0.0,0
2019-03-29,703.0,182,0.0,0
2019-02-15,65.0,21,0.0,0
2019-02-28,569.0,485,0.0,0
2019-03-22,793.0,254,0.0,0
2019-04-02,879.0,501,0.0,0
2016-02-25,323.0,742,0.0,0
2019-02-05,837.0,303,0.0,0
2019-06-11,1357.0,1097,0.0,0
2019-01-25,233.0,177,0.0,0
2019-02-07,719.0,266,0.0,0
2019-01-29,703.0,748,0.0,0
2019-01-29,500.0,600,4.0,1
2019-02-04,267.0,220,0.0,0
2019-01-17,1003.0,796,0.0,0
2018-12-17,635.0,413,0.0,0
2018-12-12,468.0,289,0.0,0
2018-12-10,602.0,316,0.0,0
2018-12-07,635.0,406,0.0,0
2018-12-04,1003.0,986,0.0,0
2018-11-27,938.0,769,0.0,0
2018-12-14,300.0,6,0.0,0
2018-12-07,535.0,1057,0.0,0
2018-12-07,635.0,418,0.0,0
2018-12-07,770.0,633,0.0,0
2018-12-04,500.0,495,0.0,0
2018-12-12,836.0,674,0.0,0
2018-11-22,636.0,394,0.0,0
2018-11-19,166.0,21,0.0,0
2018-11-19,233.0,28,0.0,0
2018-12-04,1003.0,985,0.0,0
2012-09-25,501.0,239,0.0,0
2018-11-02,200.0,136,0.0,0
2009-08-06,233.0,13,0.0,0
2012-09-25,668.0,315,0.0,0
2014-11-21,190.0,41,0.0,0
2012-11-23,367.0,57,0.0,0
2017-04-07,166.0,20,0.0,0
2015-09-14,75.0,58,0.0,0
2010-01-21,233.0,0,0.0,0
2017-05-12,133.0,20,0.0,0
2014-10-10,190.0,39,0.0,0
2014-06-11,234.0,57,0.0,0
2015-05-15,234.0,143,0.0,0
2015-04-03,234.0,238,0.0,0
2009-10-28,233.0,8,0.0,0
2012-09-25,668.0,317,0.0,0
2018-11-05,301.0,19,0.0,0
2018-11-06,837.0,403,0.0,0
2011-05-10,1005.0,547,0.0,0
2013-10-15,602.0,505,0.0,0
2016-04-14,141.0,32,0.0,0
2014-11-07,376.0,40,0.0,0
2005-10-03,1054.0,719,0.0,0
2013-02-26,113.0,29,0.0,0
2015-07-14,668.0,388,0.0,0
2014-02-10,1003.0,894,0.0,0
2016-05-03,836.0,834,5.0,1
2013-02-05,668.0,460,0.0,0
2018-10-29,333.0,171,0.0,0
2015-02-24,100.0,145,0.0,0
2013-07-16,668.0,527,0.0,0
2000-10-20,456.0,141,0.0,0
2011-08-29,70.0,15,0.0,0
2011-09-15,520.0,145,0.0,0
2011-08-11,516.0,314,0.0,0
2007-11-19,702.0,432,0.0,0
2010-02-23,726.0,742,0.0,0
1999-12-15,455.0,182,0.0,0
2014-02-27,167.0,9,0.0,0
2015-08-27,166.0,17,0.0,0
2015-08-27,333.0,31,0.0,0
2016-01-15,836.0,504,0.0,0
2004-02-26,836.0,608,0.0,0
2018-10-19,233.0,260,0.0,0
2011-01-14,501.0,199,0.0,0
2021-03-01,586.0,293,4.5,856
2022-03-03,1093.0,1005,0.0,0
2022-03-15,181.0,676,0.0,0
2020-03-17,705.0,581,4.5,538
2022-02-24,645.0,946,0.0,0
2011-08-01,938.0,611,5.0,17
2013-09-30,1005.0,631,4.5,735
2019-01-18,540.0,615,4.5,619
2022-02-23,1575.0,926,4.5,3
2016-04-28,820.0,803,4.5,2161
2022-01-26,879.0,446,4.0,1
2022-02-08,750.0,616,0.0,0
2022-01-27,586.0,598,4.5,6
2021-02-06,879.0,366,4.5,45
2021-10-26,879.0,529,4.5,43
2019-05-09,1328.0,862,4.5,562
2020-11-17,586.0,535,4.5,96
2019-09-23,888.0,525,5.0,819
2008-11-04,615.0,325,4.5,232
2016-08-31,836.0,608,4.5,20
2017-01-24,1256.0,990,4.5,24
2020-01-08,477.0,729,4.5,25
2014-11-25,668.0,388,4.5,151
2019-07-30,879.0,1068,4.5,24
2018-05-17,820.0,815,4.5,47
2016-03-15,1226.0,1011,4.5,15
2018-12-12,234.0,431,5.0,74
2020-03-24,879.0,628,4.0,14
2004-09-22,1238.0,509,4.5,13
2021-03-10,1350.0,508,4.5,87
2019-03-24,836.0,668,4.5,168
2020-11-21,879.0,409,4.5,34
2016-04-12,1519.0,549,4.5,151
2021-10-14,0.0,254,4.0,93
2019-12-05,1093.0,926,4.5,3
2020-04-30,341.0,499,4.5,46
2020-08-19,879.0,446,4.0,12
2004-12-26,609.0,372,4.5,34
2020-03-10,879.0,383,4.5,41
2018-12-18,837.0,741,4.5,72
2019-06-25,1005.0,552,4.5,392
2021-11-03,1519.0,433,5.0,53
1998-12-27,773.0,691,4.5,328
2016-02-09,820.0,742,4.5,33
2014-09-16,668.0,449,4.5,32
2005-04-28,656.0,556,4.5,29
2001-07-20,500.0,837,4.5,26
2017-12-05,585.0,164,4.5,28
2021-08-18,1519.0,668,5.0,1
2020-04-01,75.0,6,4.5,245
2006-05-26,702.0,380,4.5,23
2019-04-18,820.0,536,4.5,82
2016-06-07,721.0,879,5.0,18
2007-04-09,656.0,546,5.0,4
2017-09-07,323.0,347,4.5,78
2021-10-07,888.0,716,5.0,4
2012-12-30,1338.0,2077,4.5,2
2011-02-03,323.0,750,5.0,25
2018-12-13,266.0,194,4.0,28
2021-07-19,0.0,285,4.5,15
2016-06-30,820.0,932,4.5,15
2007-07-18,468.0,170,4.5,20
2016-09-06,879.0,479,5.0,16
2021-05-06,1093.0,947,4.5,7
2006-07-20,468.0,158,4.5,28
2020-03-19,888.0,604,4.5,41
2017-10-05,957.0,1075,4.5,16
2018-09-19,586.0,418,4.5,40
2020-05-01,1005.0,368,4.5,35
2017-09-26,759.0,444,4.5,213
2019-07-04,266.0,212,4.5,25
2009-03-26,937.0,1092,5.0,6
2008-01-09,468.0,380,4.5,5
2019-07-30,670.0,222,4.5,19
2021-10-14,0.0,886,5.0,2
2011-04-12,1003.0,1185,4.5,5
2016-06-02,323.0,941,5.0,7
2021-10-14,0.0,146,4.0,4
2013-03-11,879.0,387,4.5,222
2004-10-19,879.0,518,4.5,13
2021-05-12,1350.0,443,4.5,12
2006-07-24,468.0,177,4.5,3
2020-08-19,1256.0,965,4.5,12
2017-12-26,820.0,606,5.0,15
2019-01-25,469.0,373,4.5,10
2018-05-31,233.0,145,4.5,9
2021-08-27,836.0,864,0.0,0
2007-08-20,748.0,617,4.5,12
2022-01-11,879.0,698,4.0,1
2021-09-21,1480.0,753,3.0,4
2019-11-01,703.0,805,4.5,20
2020-05-07,1003.0,346,4.5,9
2006-08-10,468.0,157,5.0,1
2021-01-12,609.0,1080,5.0,7
2017-10-26,615.0,197,4.5,14
